TA_YM,행정동_코드,행정동_코드_명,서비스_업종_코드,세분류,카테고리,기준_년분기_코드,점포_수,유사_업종_점포_수,개업_율,개업_점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수
2019-01-01,11200520,왕십리2동,CS100001,한식,음식업,20191,41,43,5,2,0,0,2
2019-02-01,11200520,왕십리2동,CS100001,한식,음식업,20191,41,43,5,2,0,0,2
2019-03-01,11200520,왕십리2동,CS100001,한식,음식업,20191,41,43,5,2,0,0,2
2019-01-01,11200520,왕십리2동,CS100002,중식,음식업,20191,2,3,0,0,0,0,1
2019-02-01,11200520,왕십리2동,CS100002,중식,음식업,20191,2,3,0,0,0,0,1
2019-03-01,11200520,왕십리2동,CS100002,중식,음식업,20191,2,3,0,0,0,0,1
2019-01-01,11200520,왕십리2동,CS100003,일식,음식업,20191,2,2,0,0,0,0,0
2019-02-01,11200520,왕십리2동,CS100003,일식,음식업,20191,2,2,0,0,0,0,0
2019-03-01,11200520,왕십리2동,CS100003,일식,음식업,20191,2,2,0,0,0,0,0
2019-01-01,11200520,왕십리2동,CS100004,양식,음식업,20191,2,2,0,0,0,0,0
2019-02-01,11200520,왕십리2동,CS100004,양식,음식업,20191,2,2,0,0,0,0,0
2019-03-01,11200520,왕십리2동,CS100004,양식,음식업,20191,2,2,0,0,0,0,0
2019-01-01,11200520,왕십리2동,CS100005,제과점,음료/디저트업,20191,2,3,0,0,0,0,1
2019-02-01,11200520,왕십리2동,CS100005,제과점,음료/디저트업,20191,2,3,0,0,0,0,1
2019-03-01,11200520,왕십리2동,CS100005,제과점,음료/디저트업,20191,2,3,0,0,0,0,1
2019-01-01,11200520,왕십리2동,CS100006,페스트푸드/분식류,음식업,20191,1,5,0,0,0,0,4
2019-02-01,11200520,왕십리2동,CS100006,페스트푸드/분식류,음식업,20191,1,5,0,0,0,0,4
2019-03-01,11200520,왕십리2동,CS100006,페스트푸드/분식류,음식업,20191,1,5,0,0,0,0,4
2019-01-01,11200520,왕십리2동,CS100007,치킨전문점,음식업,20191,5,10,0,0,0,0,5
2019-02-01,11200520,왕십리2동,CS100007,치킨전문점,음식업,20191,5,10,0,0,0,0,5
2019-03-01,11200520,왕십리2동,CS100007,치킨전문점,음식업,20191,5,10,0,0,0,0,5
2019-01-01,11200520,왕십리2동,CS100008,페스트푸드/분식류,음식업,20191,6,9,22,2,22,2,3
2019-02-01,11200520,왕십리2동,CS100008,페스트푸드/분식류,음식업,20191,6,9,22,2,22,2,3
2019-03-01,11200520,왕십리2동,CS100008,페스트푸드/분식류,음식업,20191,6,9,22,2,22,2,3
2019-01-01,11200520,왕십리2동,CS100009,호프-간이주점,주점업,20191,8,9,0,0,22,2,1
2019-02-01,11200520,왕십리2동,CS100009,호프-간이주점,주점업,20191,8,9,0,0,22,2,1
2019-03-01,11200520,왕십리2동,CS100009,호프-간이주점,주점업,20191,8,9,0,0,22,2,1
2019-01-01,11200520,왕십리2동,CS100010,커피전문점,음료/디저트업,20191,8,10,10,1,10,1,2
2019-02-01,11200520,왕십리2동,CS100010,커피전문점,음료/디저트업,20191,8,10,10,1,10,1,2
2019-03-01,11200520,왕십리2동,CS100010,커피전문점,음료/디저트업,20191,8,10,10,1,10,1,2
2019-01-01,11200520,왕십리2동,CS300001,식품소매,식품/가공소매업,20191,12,17,6,1,0,0,5
2019-02-01,11200520,왕십리2동,CS300001,식품소매,식품/가공소매업,20191,12,17,6,1,0,0,5
2019-03-01,11200520,왕십리2동,CS300001,식품소매,식품/가공소매업,20191,12,17,6,1,0,0,5
2019-01-01,11200520,왕십리2동,CS300006,식품소매,식품/가공소매업,20191,2,2,0,0,0,0,0
2019-02-01,11200520,왕십리2동,CS300006,식품소매,식품/가공소매업,20191,2,2,0,0,0,0,0
2019-03-01,11200520,왕십리2동,CS300006,식품소매,식품/가공소매업,20191,2,2,0,0,0,0,0
2019-01-01,11200520,왕십리2동,CS300007,식품소매,식품/가공소매업,20191,6,6,17,1,0,0,0
2019-02-01,11200520,왕십리2동,CS300007,식품소매,식품/가공소매업,20191,6,6,17,1,0,0,0
2019-03-01,11200520,왕십리2동,CS300007,식품소매,식품/가공소매업,20191,6,6,17,1,0,0,0
2019-01-01,11200520,왕십리2동,CS300009,식품소매,식품/가공소매업,20191,5,5,0,0,0,0,0
2019-02-01,11200520,왕십리2동,CS300009,식품소매,식품/가공소매업,20191,5,5,0,0,0,0,0
2019-03-01,11200520,왕십리2동,CS300009,식품소매,식품/가공소매업,20191,5,5,0,0,0,0,0
2019-01-01,11200520,왕십리2동,CS300010,가공식품/반찬,식품/가공소매업,20191,3,3,33,1,0,0,0
2019-02-01,11200520,왕십리2동,CS300010,가공식품/반찬,식품/가공소매업,20191,3,3,33,1,0,0,0
2019-03-01,11200520,왕십리2동,CS300010,가공식품/반찬,식품/가공소매업,20191,3,3,33,1,0,0,0
2019-01-01,11200535,왕십리도선동,CS100001,한식,음식업,20191,178,203,6,12,3,6,25
2019-02-01,11200535,왕십리도선동,CS100001,한식,음식업,20191,178,203,6,12,3,6,25
2019-03-01,11200535,왕십리도선동,CS100001,한식,음식업,20191,178,203,6,12,3,6,25
2019-01-01,11200535,왕십리도선동,CS100002,중식,음식업,20191,9,9,0,0,0,0,0
2019-02-01,11200535,왕십리도선동,CS100002,중식,음식업,20191,9,9,0,0,0,0,0
2019-03-01,11200535,왕십리도선동,CS100002,중식,음식업,20191,9,9,0,0,0,0,0
2019-01-01,11200535,왕십리도선동,CS100003,일식,음식업,20191,16,20,0,0,0,0,4
2019-02-01,11200535,왕십리도선동,CS100003,일식,음식업,20191,16,20,0,0,0,0,4
2019-03-01,11200535,왕십리도선동,CS100003,일식,음식업,20191,16,20,0,0,0,0,4
2019-01-01,11200535,왕십리도선동,CS100004,양식,음식업,20191,10,13,0,0,15,2,3
2019-02-01,11200535,왕십리도선동,CS100004,양식,음식업,20191,10,13,0,0,15,2,3
2019-03-01,11200535,왕십리도선동,CS100004,양식,음식업,20191,10,13,0,0,15,2,3
2019-01-01,11200535,왕십리도선동,CS100005,제과점,음료/디저트업,20191,12,18,6,1,0,0,6
2019-02-01,11200535,왕십리도선동,CS100005,제과점,음료/디저트업,20191,12,18,6,1,0,0,6
2019-03-01,11200535,왕십리도선동,CS100005,제과점,음료/디저트업,20191,12,18,6,1,0,0,6
2019-01-01,11200535,왕십리도선동,CS100006,페스트푸드/분식류,음식업,20191,5,12,33,4,0,0,7
2019-02-01,11200535,왕십리도선동,CS100006,페스트푸드/분식류,음식업,20191,5,12,33,4,0,0,7
2019-03-01,11200535,왕십리도선동,CS100006,페스트푸드/분식류,음식업,20191,5,12,33,4,0,0,7
2019-01-01,11200535,왕십리도선동,CS100007,치킨전문점,음식업,20191,5,23,13,3,4,1,18
2019-02-01,11200535,왕십리도선동,CS100007,치킨전문점,음식업,20191,5,23,13,3,4,1,18
2019-03-01,11200535,왕십리도선동,CS100007,치킨전문점,음식업,20191,5,23,13,3,4,1,18
2019-01-01,11200535,왕십리도선동,CS100008,페스트푸드/분식류,음식업,20191,29,41,7,3,0,0,12
2019-02-01,11200535,왕십리도선동,CS100008,페스트푸드/분식류,음식업,20191,29,41,7,3,0,0,12
2019-03-01,11200535,왕십리도선동,CS100008,페스트푸드/분식류,음식업,20191,29,41,7,3,0,0,12
2019-01-01,11200535,왕십리도선동,CS100009,호프-간이주점,주점업,20191,57,62,3,2,2,1,5
2019-02-01,11200535,왕십리도선동,CS100009,호프-간이주점,주점업,20191,57,62,3,2,2,1,5
2019-03-01,11200535,왕십리도선동,CS100009,호프-간이주점,주점업,20191,57,62,3,2,2,1,5
2019-01-01,11200535,왕십리도선동,CS100010,커피전문점,음료/디저트업,20191,43,54,6,3,6,3,11
2019-02-01,11200535,왕십리도선동,CS100010,커피전문점,음료/디저트업,20191,43,54,6,3,6,3,11
2019-03-01,11200535,왕십리도선동,CS100010,커피전문점,음료/디저트업,20191,43,54,6,3,6,3,11
2019-01-01,11200535,왕십리도선동,CS300001,식품소매,식품/가공소매업,20191,28,38,0,0,0,0,10
2019-02-01,11200535,왕십리도선동,CS300001,식품소매,식품/가공소매업,20191,28,38,0,0,0,0,10
2019-03-01,11200535,왕십리도선동,CS300001,식품소매,식품/가공소매업,20191,28,38,0,0,0,0,10
2019-01-01,11200535,왕십리도선동,CS300006,식품소매,식품/가공소매업,20191,7,7,0,0,0,0,0
2019-02-01,11200535,왕십리도선동,CS300006,식품소매,식품/가공소매업,20191,7,7,0,0,0,0,0
2019-03-01,11200535,왕십리도선동,CS300006,식품소매,식품/가공소매업,20191,7,7,0,0,0,0,0
2019-01-01,11200535,왕십리도선동,CS300007,식품소매,식품/가공소매업,20191,45,45,0,0,2,1,0
2019-02-01,11200535,왕십리도선동,CS300007,식품소매,식품/가공소매업,20191,45,45,0,0,2,1,0
2019-03-01,11200535,왕십리도선동,CS300007,식품소매,식품/가공소매업,20191,45,45,0,0,2,1,0
2019-01-01,11200535,왕십리도선동,CS300008,식품소매,식품/가공소매업,20191,6,6,33,2,0,0,0
2019-02-01,11200535,왕십리도선동,CS300008,식품소매,식품/가공소매업,20191,6,6,33,2,0,0,0
2019-03-01,11200535,왕십리도선동,CS300008,식품소매,식품/가공소매업,20191,6,6,33,2,0,0,0
2019-01-01,11200535,왕십리도선동,CS300009,식품소매,식품/가공소매업,20191,11,11,0,0,0,0,0
2019-02-01,11200535,왕십리도선동,CS300009,식품소매,식품/가공소매업,20191,11,11,0,0,0,0,0
2019-03-01,11200535,왕십리도선동,CS300009,식품소매,식품/가공소매업,20191,11,11,0,0,0,0,0
2019-01-01,11200535,왕십리도선동,CS300010,가공식품/반찬,식품/가공소매업,20191,20,24,8,2,0,0,4
2019-02-01,11200535,왕십리도선동,CS300010,가공식품/반찬,식품/가공소매업,20191,20,24,8,2,0,0,4
2019-03-01,11200535,왕십리도선동,CS300010,가공식품/반찬,식품/가공소매업,20191,20,24,8,2,0,0,4
2019-01-01,11200540,마장동,CS100001,한식,음식업,20191,118,122,3,3,4,5,4
2019-02-01,11200540,마장동,CS100001,한식,음식업,20191,118,122,3,3,4,5,4
2019-03-01,11200540,마장동,CS100001,한식,음식업,20191,118,122,3,3,4,5,4
2019-01-01,11200540,마장동,CS100002,중식,음식업,20191,6,6,0,0,0,0,0
2019-02-01,11200540,마장동,CS100002,중식,음식업,20191,6,6,0,0,0,0,0
2019-03-01,11200540,마장동,CS100002,중식,음식업,20191,6,6,0,0,0,0,0
2019-01-01,11200540,마장동,CS100003,일식,음식업,20191,2,2,0,0,0,0,0
2019-02-01,11200540,마장동,CS100003,일식,음식업,20191,2,2,0,0,0,0,0
2019-03-01,11200540,마장동,CS100003,일식,음식업,20191,2,2,0,0,0,0,0
2019-01-01,11200540,마장동,CS100004,양식,음식업,20191,1,1,0,0,0,0,0
2019-02-01,11200540,마장동,CS100004,양식,음식업,20191,1,1,0,0,0,0,0
2019-03-01,11200540,마장동,CS100004,양식,음식업,20191,1,1,0,0,0,0,0
2019-01-01,11200540,마장동,CS100005,제과점,음료/디저트업,20191,0,4,0,0,0,0,4
2019-02-01,11200540,마장동,CS100005,제과점,음료/디저트업,20191,0,4,0,0,0,0,4
2019-03-01,11200540,마장동,CS100005,제과점,음료/디저트업,20191,0,4,0,0,0,0,4
2019-01-01,11200540,마장동,CS100006,페스트푸드/분식류,음식업,20191,2,4,0,0,50,2,2
2019-02-01,11200540,마장동,CS100006,페스트푸드/분식류,음식업,20191,2,4,0,0,50,2,2
2019-03-01,11200540,마장동,CS100006,페스트푸드/분식류,음식업,20191,2,4,0,0,50,2,2
2019-01-01,11200540,마장동,CS100007,치킨전문점,음식업,20191,2,9,0,0,0,0,7
2019-02-01,11200540,마장동,CS100007,치킨전문점,음식업,20191,2,9,0,0,0,0,7
2019-03-01,11200540,마장동,CS100007,치킨전문점,음식업,20191,2,9,0,0,0,0,7
2019-01-01,11200540,마장동,CS100008,페스트푸드/분식류,음식업,20191,10,13,15,2,0,0,3
2019-02-01,11200540,마장동,CS100008,페스트푸드/분식류,음식업,20191,10,13,15,2,0,0,3
2019-03-01,11200540,마장동,CS100008,페스트푸드/분식류,음식업,20191,10,13,15,2,0,0,3
2019-01-01,11200540,마장동,CS100009,호프-간이주점,주점업,20191,19,22,0,0,9,2,3
2019-02-01,11200540,마장동,CS100009,호프-간이주점,주점업,20191,19,22,0,0,9,2,3
2019-03-01,11200540,마장동,CS100009,호프-간이주점,주점업,20191,19,22,0,0,9,2,3
2019-01-01,11200540,마장동,CS100010,커피전문점,음료/디저트업,20191,17,21,14,3,0,0,4
2019-02-01,11200540,마장동,CS100010,커피전문점,음료/디저트업,20191,17,21,14,3,0,0,4
2019-03-01,11200540,마장동,CS100010,커피전문점,음료/디저트업,20191,17,21,14,3,0,0,4
2019-01-01,11200540,마장동,CS300001,식품소매,식품/가공소매업,20191,32,36,0,0,6,2,4
2019-02-01,11200540,마장동,CS300001,식품소매,식품/가공소매업,20191,32,36,0,0,6,2,4
2019-03-01,11200540,마장동,CS300001,식품소매,식품/가공소매업,20191,32,36,0,0,6,2,4
2019-01-01,11200540,마장동,CS300006,식품소매,식품/가공소매업,20191,3,3,33,1,0,0,0
2019-02-01,11200540,마장동,CS300006,식품소매,식품/가공소매업,20191,3,3,33,1,0,0,0
2019-03-01,11200540,마장동,CS300006,식품소매,식품/가공소매업,20191,3,3,33,1,0,0,0
2019-01-01,11200540,마장동,CS300007,식품소매,식품/가공소매업,20191,1559,1559,2,29,1,14,0
2019-02-01,11200540,마장동,CS300007,식품소매,식품/가공소매업,20191,1559,1559,2,29,1,14,0
2019-03-01,11200540,마장동,CS300007,식품소매,식품/가공소매업,20191,1559,1559,2,29,1,14,0
2019-01-01,11200540,마장동,CS300009,식품소매,식품/가공소매업,20191,17,17,0,0,71,12,0
2019-02-01,11200540,마장동,CS300009,식품소매,식품/가공소매업,20191,17,17,0,0,71,12,0
2019-03-01,11200540,마장동,CS300009,식품소매,식품/가공소매업,20191,17,17,0,0,71,12,0
2019-01-01,11200540,마장동,CS300010,가공식품/반찬,식품/가공소매업,20191,10,10,0,0,0,0,0
2019-02-01,11200540,마장동,CS300010,가공식품/반찬,식품/가공소매업,20191,10,10,0,0,0,0,0
2019-03-01,11200540,마장동,CS300010,가공식품/반찬,식품/가공소매업,20191,10,10,0,0,0,0,0
2019-01-01,11200550,사근동,CS100001,한식,음식업,20191,116,144,4,5,4,6,28
2019-02-01,11200550,사근동,CS100001,한식,음식업,20191,116,144,4,5,4,6,28
2019-03-01,11200550,사근동,CS100001,한식,음식업,20191,116,144,4,5,4,6,28
2019-01-01,11200550,사근동,CS100002,중식,음식업,20191,14,19,0,0,5,1,5
2019-02-01,11200550,사근동,CS100002,중식,음식업,20191,14,19,0,0,5,1,5
2019-03-01,11200550,사근동,CS100002,중식,음식업,20191,14,19,0,0,5,1,5
2019-01-01,11200550,사근동,CS100003,일식,음식업,20191,21,26,23,6,0,0,5
2019-02-01,11200550,사근동,CS100003,일식,음식업,20191,21,26,23,6,0,0,5
2019-03-01,11200550,사근동,CS100003,일식,음식업,20191,21,26,23,6,0,0,5
2019-01-01,11200550,사근동,CS100004,양식,음식업,20191,25,32,13,4,6,2,7
2019-02-01,11200550,사근동,CS100004,양식,음식업,20191,25,32,13,4,6,2,7
2019-03-01,11200550,사근동,CS100004,양식,음식업,20191,25,32,13,4,6,2,7
2019-01-01,11200550,사근동,CS100005,제과점,음료/디저트업,20191,1,8,13,1,25,2,7
2019-02-01,11200550,사근동,CS100005,제과점,음료/디저트업,20191,1,8,13,1,25,2,7
2019-03-01,11200550,사근동,CS100005,제과점,음료/디저트업,20191,1,8,13,1,25,2,7
2019-01-01,11200550,사근동,CS100006,페스트푸드/분식류,음식업,20191,12,28,7,2,4,1,16
2019-02-01,11200550,사근동,CS100006,페스트푸드/분식류,음식업,20191,12,28,7,2,4,1,16
2019-03-01,11200550,사근동,CS100006,페스트푸드/분식류,음식업,20191,12,28,7,2,4,1,16
2019-01-01,11200550,사근동,CS100007,치킨전문점,음식업,20191,8,21,5,1,5,1,13
2019-02-01,11200550,사근동,CS100007,치킨전문점,음식업,20191,8,21,5,1,5,1,13
2019-03-01,11200550,사근동,CS100007,치킨전문점,음식업,20191,8,21,5,1,5,1,13
2019-01-01,11200550,사근동,CS100008,페스트푸드/분식류,음식업,20191,21,38,5,2,0,0,17
2019-02-01,11200550,사근동,CS100008,페스트푸드/분식류,음식업,20191,21,38,5,2,0,0,17
2019-03-01,11200550,사근동,CS100008,페스트푸드/분식류,음식업,20191,21,38,5,2,0,0,17
2019-01-01,11200550,사근동,CS100009,호프-간이주점,주점업,20191,61,69,0,0,3,2,8
2019-02-01,11200550,사근동,CS100009,호프-간이주점,주점업,20191,61,69,0,0,3,2,8
2019-03-01,11200550,사근동,CS100009,호프-간이주점,주점업,20191,61,69,0,0,3,2,8
2019-01-01,11200550,사근동,CS100010,커피전문점,음료/디저트업,20191,52,81,10,8,4,3,29
2019-02-01,11200550,사근동,CS100010,커피전문점,음료/디저트업,20191,52,81,10,8,4,3,29
2019-03-01,11200550,사근동,CS100010,커피전문점,음료/디저트업,20191,52,81,10,8,4,3,29
2019-01-01,11200550,사근동,CS300001,식품소매,식품/가공소매업,20191,14,18,0,0,11,2,4
2019-02-01,11200550,사근동,CS300001,식품소매,식품/가공소매업,20191,14,18,0,0,11,2,4
2019-03-01,11200550,사근동,CS300001,식품소매,식품/가공소매업,20191,14,18,0,0,11,2,4
2019-01-01,11200550,사근동,CS300006,식품소매,식품/가공소매업,20191,2,2,0,0,0,0,0
2019-02-01,11200550,사근동,CS300006,식품소매,식품/가공소매업,20191,2,2,0,0,0,0,0
2019-03-01,11200550,사근동,CS300006,식품소매,식품/가공소매업,20191,2,2,0,0,0,0,0
2019-01-01,11200550,사근동,CS300007,식품소매,식품/가공소매업,20191,4,4,0,0,0,0,0
2019-02-01,11200550,사근동,CS300007,식품소매,식품/가공소매업,20191,4,4,0,0,0,0,0
2019-03-01,11200550,사근동,CS300007,식품소매,식품/가공소매업,20191,4,4,0,0,0,0,0
2019-01-01,11200550,사근동,CS300009,식품소매,식품/가공소매업,20191,1,1,0,0,0,0,0
2019-02-01,11200550,사근동,CS300009,식품소매,식품/가공소매업,20191,1,1,0,0,0,0,0
2019-03-01,11200550,사근동,CS300009,식품소매,식품/가공소매업,20191,1,1,0,0,0,0,0
2019-01-01,11200550,사근동,CS300010,가공식품/반찬,식품/가공소매업,20191,2,2,0,0,50,1,0
2019-02-01,11200550,사근동,CS300010,가공식품/반찬,식품/가공소매업,20191,2,2,0,0,50,1,0
2019-03-01,11200550,사근동,CS300010,가공식품/반찬,식품/가공소매업,20191,2,2,0,0,50,1,0
2019-01-01,11200560,행당1동,CS100001,한식,음식업,20191,105,135,2,3,8,11,30
2019-02-01,11200560,행당1동,CS100001,한식,음식업,20191,105,135,2,3,8,11,30
2019-03-01,11200560,행당1동,CS100001,한식,음식업,20191,105,135,2,3,8,11,30
2019-01-01,11200560,행당1동,CS100002,중식,음식업,20191,8,11,0,0,9,1,3
2019-02-01,11200560,행당1동,CS100002,중식,음식업,20191,8,11,0,0,9,1,3
2019-03-01,11200560,행당1동,CS100002,중식,음식업,20191,8,11,0,0,9,1,3
2019-01-01,11200560,행당1동,CS100003,일식,음식업,20191,13,16,6,1,6,1,3
2019-02-01,11200560,행당1동,CS100003,일식,음식업,20191,13,16,6,1,6,1,3
2019-03-01,11200560,행당1동,CS100003,일식,음식업,20191,13,16,6,1,6,1,3
2019-01-01,11200560,행당1동,CS100004,양식,음식업,20191,10,18,22,4,6,1,8
2019-02-01,11200560,행당1동,CS100004,양식,음식업,20191,10,18,22,4,6,1,8
2019-03-01,11200560,행당1동,CS100004,양식,음식업,20191,10,18,22,4,6,1,8
2019-01-01,11200560,행당1동,CS100005,제과점,음료/디저트업,20191,16,23,9,2,4,1,7
2019-02-01,11200560,행당1동,CS100005,제과점,음료/디저트업,20191,16,23,9,2,4,1,7
2019-03-01,11200560,행당1동,CS100005,제과점,음료/디저트업,20191,16,23,9,2,4,1,7
2019-01-01,11200560,행당1동,CS100006,페스트푸드/분식류,음식업,20191,6,11,0,0,0,0,5
2019-02-01,11200560,행당1동,CS100006,페스트푸드/분식류,음식업,20191,6,11,0,0,0,0,5
2019-03-01,11200560,행당1동,CS100006,페스트푸드/분식류,음식업,20191,6,11,0,0,0,0,5
2019-01-01,11200560,행당1동,CS100007,치킨전문점,음식업,20191,5,17,6,1,6,1,12
2019-02-01,11200560,행당1동,CS100007,치킨전문점,음식업,20191,5,17,6,1,6,1,12
2019-03-01,11200560,행당1동,CS100007,치킨전문점,음식업,20191,5,17,6,1,6,1,12
2019-01-01,11200560,행당1동,CS100008,페스트푸드/분식류,음식업,20191,25,32,0,0,9,3,7
2019-02-01,11200560,행당1동,CS100008,페스트푸드/분식류,음식업,20191,25,32,0,0,9,3,7
2019-03-01,11200560,행당1동,CS100008,페스트푸드/분식류,음식업,20191,25,32,0,0,9,3,7
2019-01-01,11200560,행당1동,CS100009,호프-간이주점,주점업,20191,18,21,5,1,5,1,3
2019-02-01,11200560,행당1동,CS100009,호프-간이주점,주점업,20191,18,21,5,1,5,1,3
2019-03-01,11200560,행당1동,CS100009,호프-간이주점,주점업,20191,18,21,5,1,5,1,3
2019-01-01,11200560,행당1동,CS100010,커피전문점,음료/디저트업,20191,28,43,9,4,7,3,15
2019-02-01,11200560,행당1동,CS100010,커피전문점,음료/디저트업,20191,28,43,9,4,7,3,15
2019-03-01,11200560,행당1동,CS100010,커피전문점,음료/디저트업,20191,28,43,9,4,7,3,15
2019-01-01,11200560,행당1동,CS300001,식품소매,식품/가공소매업,20191,21,25,0,0,0,0,4
2019-02-01,11200560,행당1동,CS300001,식품소매,식품/가공소매업,20191,21,25,0,0,0,0,4
2019-03-01,11200560,행당1동,CS300001,식품소매,식품/가공소매업,20191,21,25,0,0,0,0,4
2019-01-01,11200560,행당1동,CS300006,식품소매,식품/가공소매업,20191,5,5,0,0,0,0,0
2019-02-01,11200560,행당1동,CS300006,식품소매,식품/가공소매업,20191,5,5,0,0,0,0,0
2019-03-01,11200560,행당1동,CS300006,식품소매,식품/가공소매업,20191,5,5,0,0,0,0,0
2019-01-01,11200560,행당1동,CS300007,식품소매,식품/가공소매업,20191,35,35,0,0,0,0,0
2019-02-01,11200560,행당1동,CS300007,식품소매,식품/가공소매업,20191,35,35,0,0,0,0,0
2019-03-01,11200560,행당1동,CS300007,식품소매,식품/가공소매업,20191,35,35,0,0,0,0,0
2019-01-01,11200560,행당1동,CS300008,식품소매,식품/가공소매업,20191,6,6,0,0,17,1,0
2019-02-01,11200560,행당1동,CS300008,식품소매,식품/가공소매업,20191,6,6,0,0,17,1,0
2019-03-01,11200560,행당1동,CS300008,식품소매,식품/가공소매업,20191,6,6,0,0,17,1,0
2019-01-01,11200560,행당1동,CS300009,식품소매,식품/가공소매업,20191,8,8,25,2,0,0,0
2019-02-01,11200560,행당1동,CS300009,식품소매,식품/가공소매업,20191,8,8,25,2,0,0,0
2019-03-01,11200560,행당1동,CS300009,식품소매,식품/가공소매업,20191,8,8,25,2,0,0,0
2019-01-01,11200560,행당1동,CS300010,가공식품/반찬,식품/가공소매업,20191,17,17,0,0,18,3,0
2019-02-01,11200560,행당1동,CS300010,가공식품/반찬,식품/가공소매업,20191,17,17,0,0,18,3,0
2019-03-01,11200560,행당1동,CS300010,가공식품/반찬,식품/가공소매업,20191,17,17,0,0,18,3,0
2019-01-01,11200570,행당2동,CS100001,한식,음식업,20191,16,19,5,1,5,1,3
2019-02-01,11200570,행당2동,CS100001,한식,음식업,20191,16,19,5,1,5,1,3
2019-03-01,11200570,행당2동,CS100001,한식,음식업,20191,16,19,5,1,5,1,3
2019-01-01,11200570,행당2동,CS100002,중식,음식업,20191,2,3,0,0,0,0,1
2019-02-01,11200570,행당2동,CS100002,중식,음식업,20191,2,3,0,0,0,0,1
2019-03-01,11200570,행당2동,CS100002,중식,음식업,20191,2,3,0,0,0,0,1
2019-01-01,11200570,행당2동,CS100003,일식,음식업,20191,2,2,0,0,0,0,0
2019-02-01,11200570,행당2동,CS100003,일식,음식업,20191,2,2,0,0,0,0,0
2019-03-01,11200570,행당2동,CS100003,일식,음식업,20191,2,2,0,0,0,0,0
2019-01-01,11200570,행당2동,CS100005,제과점,음료/디저트업,20191,5,7,0,0,0,0,2
2019-02-01,11200570,행당2동,CS100005,제과점,음료/디저트업,20191,5,7,0,0,0,0,2
2019-03-01,11200570,행당2동,CS100005,제과점,음료/디저트업,20191,5,7,0,0,0,0,2
2019-01-01,11200570,행당2동,CS100006,페스트푸드/분식류,음식업,20191,2,7,0,0,0,0,5
2019-02-01,11200570,행당2동,CS100006,페스트푸드/분식류,음식업,20191,2,7,0,0,0,0,5
2019-03-01,11200570,행당2동,CS100006,페스트푸드/분식류,음식업,20191,2,7,0,0,0,0,5
2019-01-01,11200570,행당2동,CS100007,치킨전문점,음식업,20191,1,7,0,0,0,0,6
2019-02-01,11200570,행당2동,CS100007,치킨전문점,음식업,20191,1,7,0,0,0,0,6
2019-03-01,11200570,행당2동,CS100007,치킨전문점,음식업,20191,1,7,0,0,0,0,6
2019-01-01,11200570,행당2동,CS100008,페스트푸드/분식류,음식업,20191,9,14,7,1,0,0,5
2019-02-01,11200570,행당2동,CS100008,페스트푸드/분식류,음식업,20191,9,14,7,1,0,0,5
2019-03-01,11200570,행당2동,CS100008,페스트푸드/분식류,음식업,20191,9,14,7,1,0,0,5
2019-01-01,11200570,행당2동,CS100009,호프-간이주점,주점업,20191,1,2,0,0,150,3,1
2019-02-01,11200570,행당2동,CS100009,호프-간이주점,주점업,20191,1,2,0,0,150,3,1
2019-03-01,11200570,행당2동,CS100009,호프-간이주점,주점업,20191,1,2,0,0,150,3,1
2019-01-01,11200570,행당2동,CS100010,커피전문점,음료/디저트업,20191,10,14,0,0,0,0,4
2019-02-01,11200570,행당2동,CS100010,커피전문점,음료/디저트업,20191,10,14,0,0,0,0,4
2019-03-01,11200570,행당2동,CS100010,커피전문점,음료/디저트업,20191,10,14,0,0,0,0,4
2019-01-01,11200570,행당2동,CS300001,식품소매,식품/가공소매업,20191,5,6,0,0,0,0,1
2019-02-01,11200570,행당2동,CS300001,식품소매,식품/가공소매업,20191,5,6,0,0,0,0,1
2019-03-01,11200570,행당2동,CS300001,식품소매,식품/가공소매업,20191,5,6,0,0,0,0,1
2019-01-01,11200570,행당2동,CS300006,식품소매,식품/가공소매업,20191,2,2,0,0,0,0,0
2019-02-01,11200570,행당2동,CS300006,식품소매,식품/가공소매업,20191,2,2,0,0,0,0,0
2019-03-01,11200570,행당2동,CS300006,식품소매,식품/가공소매업,20191,2,2,0,0,0,0,0
2019-01-01,11200570,행당2동,CS300007,식품소매,식품/가공소매업,20191,5,5,0,0,0,0,0
2019-02-01,11200570,행당2동,CS300007,식품소매,식품/가공소매업,20191,5,5,0,0,0,0,0
2019-03-01,11200570,행당2동,CS300007,식품소매,식품/가공소매업,20191,5,5,0,0,0,0,0
2019-01-01,11200570,행당2동,CS300008,식품소매,식품/가공소매업,20191,3,3,33,1,0,0,0
2019-02-01,11200570,행당2동,CS300008,식품소매,식품/가공소매업,20191,3,3,33,1,0,0,0
2019-03-01,11200570,행당2동,CS300008,식품소매,식품/가공소매업,20191,3,3,33,1,0,0,0
2019-01-01,11200570,행당2동,CS300009,식품소매,식품/가공소매업,20191,8,8,0,0,13,1,0
2019-02-01,11200570,행당2동,CS300009,식품소매,식품/가공소매업,20191,8,8,0,0,13,1,0
2019-03-01,11200570,행당2동,CS300009,식품소매,식품/가공소매업,20191,8,8,0,0,13,1,0
2019-01-01,11200570,행당2동,CS300010,가공식품/반찬,식품/가공소매업,20191,7,7,0,0,0,0,0
