TA_YM,행정동_코드,행정동_코드_명,서비스_업종_코드,세분류,카테고리,기준_년분기_코드,점포_수,유사_업종_점포_수,개업_율,개업_점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수
2021-08-01,11200690,성수2가3동,CS100005,제과점,음료/디저트업,20213,23,31,7,2,0,0,8
2021-09-01,11200690,성수2가3동,CS100005,제과점,음료/디저트업,20213,23,31,7,2,0,0,8
2021-07-01,11200690,성수2가3동,CS100006,페스트푸드/분식류,음식업,20213,17,30,7,2,3,1,13
2021-08-01,11200690,성수2가3동,CS100006,페스트푸드/분식류,음식업,20213,17,30,7,2,3,1,13
2021-09-01,11200690,성수2가3동,CS100006,페스트푸드/분식류,음식업,20213,17,30,7,2,3,1,13
2021-07-01,11200690,성수2가3동,CS100007,치킨전문점,음식업,20213,4,13,0,0,0,0,9
2021-08-01,11200690,성수2가3동,CS100007,치킨전문점,음식업,20213,4,13,0,0,0,0,9
2021-09-01,11200690,성수2가3동,CS100007,치킨전문점,음식업,20213,4,13,0,0,0,0,9
2021-07-01,11200690,성수2가3동,CS100008,페스트푸드/분식류,음식업,20213,24,32,0,0,0,0,8
2021-08-01,11200690,성수2가3동,CS100008,페스트푸드/분식류,음식업,20213,24,32,0,0,0,0,8
2021-09-01,11200690,성수2가3동,CS100008,페스트푸드/분식류,음식업,20213,24,32,0,0,0,0,8
2021-07-01,11200690,성수2가3동,CS100009,호프-간이주점,주점업,20213,52,61,5,3,0,0,9
2021-08-01,11200690,성수2가3동,CS100009,호프-간이주점,주점업,20213,52,61,5,3,0,0,9
2021-09-01,11200690,성수2가3동,CS100009,호프-간이주점,주점업,20213,52,61,5,3,0,0,9
2021-07-01,11200690,성수2가3동,CS100010,커피전문점,음료/디저트업,20213,116,152,3,5,5,7,36
2021-08-01,11200690,성수2가3동,CS100010,커피전문점,음료/디저트업,20213,116,152,3,5,5,7,36
2021-09-01,11200690,성수2가3동,CS100010,커피전문점,음료/디저트업,20213,116,152,3,5,5,7,36
2021-07-01,11200690,성수2가3동,CS300001,식품소매,식품/가공소매업,20213,25,39,5,2,3,1,14
2021-08-01,11200690,성수2가3동,CS300001,식품소매,식품/가공소매업,20213,25,39,5,2,3,1,14
2021-09-01,11200690,성수2가3동,CS300001,식품소매,식품/가공소매업,20213,25,39,5,2,3,1,14
2021-07-01,11200690,성수2가3동,CS300006,식품소매,식품/가공소매업,20213,5,5,0,0,0,0,0
2021-08-01,11200690,성수2가3동,CS300006,식품소매,식품/가공소매업,20213,5,5,0,0,0,0,0
2021-09-01,11200690,성수2가3동,CS300006,식품소매,식품/가공소매업,20213,5,5,0,0,0,0,0
2021-07-01,11200690,성수2가3동,CS300007,식품소매,식품/가공소매업,20213,20,20,5,1,5,1,0
2021-08-01,11200690,성수2가3동,CS300007,식품소매,식품/가공소매업,20213,20,20,5,1,5,1,0
2021-09-01,11200690,성수2가3동,CS300007,식품소매,식품/가공소매업,20213,20,20,5,1,5,1,0
2021-07-01,11200690,성수2가3동,CS300008,식품소매,식품/가공소매업,20213,5,5,0,0,0,0,0
2021-08-01,11200690,성수2가3동,CS300008,식품소매,식품/가공소매업,20213,5,5,0,0,0,0,0
2021-09-01,11200690,성수2가3동,CS300008,식품소매,식품/가공소매업,20213,5,5,0,0,0,0,0
2021-07-01,11200690,성수2가3동,CS300009,식품소매,식품/가공소매업,20213,15,15,7,1,0,0,0
2021-08-01,11200690,성수2가3동,CS300009,식품소매,식품/가공소매업,20213,15,15,7,1,0,0,0
2021-09-01,11200690,성수2가3동,CS300009,식품소매,식품/가공소매업,20213,15,15,7,1,0,0,0
2021-07-01,11200690,성수2가3동,CS300010,가공식품/반찬,식품/가공소매업,20213,59,60,3,2,2,1,1
2021-08-01,11200690,성수2가3동,CS300010,가공식품/반찬,식품/가공소매업,20213,59,60,3,2,2,1,1
2021-09-01,11200690,성수2가3동,CS300010,가공식품/반찬,식품/가공소매업,20213,59,60,3,2,2,1,1
2021-07-01,11200720,송정동,CS100001,한식,음식업,20213,33,37,5,2,5,2,4
2021-08-01,11200720,송정동,CS100001,한식,음식업,20213,33,37,5,2,5,2,4
2021-09-01,11200720,송정동,CS100001,한식,음식업,20213,33,37,5,2,5,2,4
2021-07-01,11200720,송정동,CS100002,중식,음식업,20213,2,2,0,0,0,0,0
2021-08-01,11200720,송정동,CS100002,중식,음식업,20213,2,2,0,0,0,0,0
2021-09-01,11200720,송정동,CS100002,중식,음식업,20213,2,2,0,0,0,0,0
2021-07-01,11200720,송정동,CS100003,일식,음식업,20213,1,1,0,0,0,0,0
2021-08-01,11200720,송정동,CS100003,일식,음식업,20213,1,1,0,0,0,0,0
2021-09-01,11200720,송정동,CS100003,일식,음식업,20213,1,1,0,0,0,0,0
2021-07-01,11200720,송정동,CS100004,양식,음식업,20213,1,1,100,1,0,0,0
2021-08-01,11200720,송정동,CS100004,양식,음식업,20213,1,1,100,1,0,0,0
2021-09-01,11200720,송정동,CS100004,양식,음식업,20213,1,1,100,1,0,0,0
2021-07-01,11200720,송정동,CS100005,제과점,음료/디저트업,20213,6,6,0,0,0,0,0
2021-08-01,11200720,송정동,CS100005,제과점,음료/디저트업,20213,6,6,0,0,0,0,0
2021-09-01,11200720,송정동,CS100005,제과점,음료/디저트업,20213,6,6,0,0,0,0,0
2021-07-01,11200720,송정동,CS100006,페스트푸드/분식류,음식업,20213,4,4,0,0,0,0,0
2021-08-01,11200720,송정동,CS100006,페스트푸드/분식류,음식업,20213,4,4,0,0,0,0,0
2021-09-01,11200720,송정동,CS100006,페스트푸드/분식류,음식업,20213,4,4,0,0,0,0,0
2021-07-01,11200720,송정동,CS100007,치킨전문점,음식업,20213,2,4,0,0,0,0,2
2021-08-01,11200720,송정동,CS100007,치킨전문점,음식업,20213,2,4,0,0,0,0,2
2021-09-01,11200720,송정동,CS100007,치킨전문점,음식업,20213,2,4,0,0,0,0,2
2021-07-01,11200720,송정동,CS100008,페스트푸드/분식류,음식업,20213,9,9,0,0,0,0,0
2021-08-01,11200720,송정동,CS100008,페스트푸드/분식류,음식업,20213,9,9,0,0,0,0,0
2021-09-01,11200720,송정동,CS100008,페스트푸드/분식류,음식업,20213,9,9,0,0,0,0,0
2021-07-01,11200720,송정동,CS100009,호프-간이주점,주점업,20213,5,6,0,0,0,0,1
2021-08-01,11200720,송정동,CS100009,호프-간이주점,주점업,20213,5,6,0,0,0,0,1
2021-09-01,11200720,송정동,CS100009,호프-간이주점,주점업,20213,5,6,0,0,0,0,1
2021-07-01,11200720,송정동,CS100010,커피전문점,음료/디저트업,20213,10,12,8,1,0,0,2
2021-08-01,11200720,송정동,CS100010,커피전문점,음료/디저트업,20213,10,12,8,1,0,0,2
2021-09-01,11200720,송정동,CS100010,커피전문점,음료/디저트업,20213,10,12,8,1,0,0,2
2021-07-01,11200720,송정동,CS300001,식품소매,식품/가공소매업,20213,10,12,0,0,0,0,2
2021-08-01,11200720,송정동,CS300001,식품소매,식품/가공소매업,20213,10,12,0,0,0,0,2
2021-09-01,11200720,송정동,CS300001,식품소매,식품/가공소매업,20213,10,12,0,0,0,0,2
2021-07-01,11200720,송정동,CS300006,식품소매,식품/가공소매업,20213,2,2,0,0,0,0,0
2021-08-01,11200720,송정동,CS300006,식품소매,식품/가공소매업,20213,2,2,0,0,0,0,0
2021-09-01,11200720,송정동,CS300006,식품소매,식품/가공소매업,20213,2,2,0,0,0,0,0
2021-07-01,11200720,송정동,CS300007,식품소매,식품/가공소매업,20213,6,6,0,0,0,0,0
2021-08-01,11200720,송정동,CS300007,식품소매,식품/가공소매업,20213,6,6,0,0,0,0,0
2021-09-01,11200720,송정동,CS300007,식품소매,식품/가공소매업,20213,6,6,0,0,0,0,0
2021-07-01,11200720,송정동,CS300008,식품소매,식품/가공소매업,20213,2,2,0,0,0,0,0
2021-08-01,11200720,송정동,CS300008,식품소매,식품/가공소매업,20213,2,2,0,0,0,0,0
2021-09-01,11200720,송정동,CS300008,식품소매,식품/가공소매업,20213,2,2,0,0,0,0,0
2021-07-01,11200720,송정동,CS300009,식품소매,식품/가공소매업,20213,5,5,0,0,0,0,0
2021-08-01,11200720,송정동,CS300009,식품소매,식품/가공소매업,20213,5,5,0,0,0,0,0
2021-09-01,11200720,송정동,CS300009,식품소매,식품/가공소매업,20213,5,5,0,0,0,0,0
2021-07-01,11200720,송정동,CS300010,가공식품/반찬,식품/가공소매업,20213,3,3,0,0,0,0,0
2021-08-01,11200720,송정동,CS300010,가공식품/반찬,식품/가공소매업,20213,3,3,0,0,0,0,0
2021-09-01,11200720,송정동,CS300010,가공식품/반찬,식품/가공소매업,20213,3,3,0,0,0,0,0
2021-07-01,11200790,용답동,CS100001,한식,음식업,20213,110,125,2,3,4,5,15
2021-08-01,11200790,용답동,CS100001,한식,음식업,20213,110,125,2,3,4,5,15
2021-09-01,11200790,용답동,CS100001,한식,음식업,20213,110,125,2,3,4,5,15
2021-07-01,11200790,용답동,CS100002,중식,음식업,20213,7,8,13,1,0,0,1
2021-08-01,11200790,용답동,CS100002,중식,음식업,20213,7,8,13,1,0,0,1
2021-09-01,11200790,용답동,CS100002,중식,음식업,20213,7,8,13,1,0,0,1
2021-07-01,11200790,용답동,CS100003,일식,음식업,20213,9,9,0,0,0,0,0
2021-08-01,11200790,용답동,CS100003,일식,음식업,20213,9,9,0,0,0,0,0
2021-09-01,11200790,용답동,CS100003,일식,음식업,20213,9,9,0,0,0,0,0
2021-07-01,11200790,용답동,CS100004,양식,음식업,20213,6,8,0,0,0,0,2
2021-08-01,11200790,용답동,CS100004,양식,음식업,20213,6,8,0,0,0,0,2
2021-09-01,11200790,용답동,CS100004,양식,음식업,20213,6,8,0,0,0,0,2
2021-07-01,11200790,용답동,CS100005,제과점,음료/디저트업,20213,1,2,0,0,0,0,1
2021-08-01,11200790,용답동,CS100005,제과점,음료/디저트업,20213,1,2,0,0,0,0,1
2021-09-01,11200790,용답동,CS100005,제과점,음료/디저트업,20213,1,2,0,0,0,0,1
2021-07-01,11200790,용답동,CS100006,페스트푸드/분식류,음식업,20213,2,4,0,0,0,0,2
2021-08-01,11200790,용답동,CS100006,페스트푸드/분식류,음식업,20213,2,4,0,0,0,0,2
2021-09-01,11200790,용답동,CS100006,페스트푸드/분식류,음식업,20213,2,4,0,0,0,0,2
2021-07-01,11200790,용답동,CS100007,치킨전문점,음식업,20213,3,13,8,1,8,1,10
2021-08-01,11200790,용답동,CS100007,치킨전문점,음식업,20213,3,13,8,1,8,1,10
2021-09-01,11200790,용답동,CS100007,치킨전문점,음식업,20213,3,13,8,1,8,1,10
2021-07-01,11200790,용답동,CS100008,페스트푸드/분식류,음식업,20213,14,19,0,0,0,0,5
2021-08-01,11200790,용답동,CS100008,페스트푸드/분식류,음식업,20213,14,19,0,0,0,0,5
2021-09-01,11200790,용답동,CS100008,페스트푸드/분식류,음식업,20213,14,19,0,0,0,0,5
2021-07-01,11200790,용답동,CS100009,호프-간이주점,주점업,20213,20,24,0,0,8,2,4
2021-08-01,11200790,용답동,CS100009,호프-간이주점,주점업,20213,20,24,0,0,8,2,4
2021-09-01,11200790,용답동,CS100009,호프-간이주점,주점업,20213,20,24,0,0,8,2,4
2021-07-01,11200790,용답동,CS100010,커피전문점,음료/디저트업,20213,30,38,8,3,3,1,8
2021-08-01,11200790,용답동,CS100010,커피전문점,음료/디저트업,20213,30,38,8,3,3,1,8
2021-09-01,11200790,용답동,CS100010,커피전문점,음료/디저트업,20213,30,38,8,3,3,1,8
2021-07-01,11200790,용답동,CS300001,식품소매,식품/가공소매업,20213,29,30,0,0,3,1,1
2021-08-01,11200790,용답동,CS300001,식품소매,식품/가공소매업,20213,29,30,0,0,3,1,1
2021-09-01,11200790,용답동,CS300001,식품소매,식품/가공소매업,20213,29,30,0,0,3,1,1
2021-07-01,11200790,용답동,CS300006,식품소매,식품/가공소매업,20213,4,4,0,0,0,0,0
2021-08-01,11200790,용답동,CS300006,식품소매,식품/가공소매업,20213,4,4,0,0,0,0,0
2021-09-01,11200790,용답동,CS300006,식품소매,식품/가공소매업,20213,4,4,0,0,0,0,0
2021-07-01,11200790,용답동,CS300007,식품소매,식품/가공소매업,20213,28,28,4,1,7,2,0
2021-08-01,11200790,용답동,CS300007,식품소매,식품/가공소매업,20213,28,28,4,1,7,2,0
2021-09-01,11200790,용답동,CS300007,식품소매,식품/가공소매업,20213,28,28,4,1,7,2,0
2021-07-01,11200790,용답동,CS300008,식품소매,식품/가공소매업,20213,7,7,0,0,14,1,0
2021-08-01,11200790,용답동,CS300008,식품소매,식품/가공소매업,20213,7,7,0,0,14,1,0
2021-09-01,11200790,용답동,CS300008,식품소매,식품/가공소매업,20213,7,7,0,0,14,1,0
2021-07-01,11200790,용답동,CS300009,식품소매,식품/가공소매업,20213,13,13,0,0,0,0,0
2021-08-01,11200790,용답동,CS300009,식품소매,식품/가공소매업,20213,13,13,0,0,0,0,0
2021-09-01,11200790,용답동,CS300009,식품소매,식품/가공소매업,20213,13,13,0,0,0,0,0
2021-07-01,11200790,용답동,CS300010,가공식품/반찬,식품/가공소매업,20213,9,9,0,0,0,0,0
2021-08-01,11200790,용답동,CS300010,가공식품/반찬,식품/가공소매업,20213,9,9,0,0,0,0,0
2021-09-01,11200790,용답동,CS300010,가공식품/반찬,식품/가공소매업,20213,9,9,0,0,0,0,0
2021-10-01,11200520,왕십리2동,CS100001,한식,음식업,20214,45,50,2,1,4,2,5
2021-11-01,11200520,왕십리2동,CS100001,한식,음식업,20214,45,50,2,1,4,2,5
2021-12-01,11200520,왕십리2동,CS100001,한식,음식업,20214,45,50,2,1,4,2,5
2021-10-01,11200520,왕십리2동,CS100002,중식,음식업,20214,4,6,0,0,17,1,2
2021-11-01,11200520,왕십리2동,CS100002,중식,음식업,20214,4,6,0,0,17,1,2
2021-12-01,11200520,왕십리2동,CS100002,중식,음식업,20214,4,6,0,0,17,1,2
2021-10-01,11200520,왕십리2동,CS100003,일식,음식업,20214,2,2,0,0,0,0,0
2021-11-01,11200520,왕십리2동,CS100003,일식,음식업,20214,2,2,0,0,0,0,0
2021-12-01,11200520,왕십리2동,CS100003,일식,음식업,20214,2,2,0,0,0,0,0
2021-10-01,11200520,왕십리2동,CS100004,양식,음식업,20214,2,2,0,0,0,0,0
2021-11-01,11200520,왕십리2동,CS100004,양식,음식업,20214,2,2,0,0,0,0,0
2021-12-01,11200520,왕십리2동,CS100004,양식,음식업,20214,2,2,0,0,0,0,0
2021-10-01,11200520,왕십리2동,CS100005,제과점,음료/디저트업,20214,5,6,17,1,0,0,1
2021-11-01,11200520,왕십리2동,CS100005,제과점,음료/디저트업,20214,5,6,17,1,0,0,1
2021-12-01,11200520,왕십리2동,CS100005,제과점,음료/디저트업,20214,5,6,17,1,0,0,1
2021-10-01,11200520,왕십리2동,CS100006,페스트푸드/분식류,음식업,20214,2,10,30,3,10,1,8
2021-11-01,11200520,왕십리2동,CS100006,페스트푸드/분식류,음식업,20214,2,10,30,3,10,1,8
2021-12-01,11200520,왕십리2동,CS100006,페스트푸드/분식류,음식업,20214,2,10,30,3,10,1,8
2021-10-01,11200520,왕십리2동,CS100007,치킨전문점,음식업,20214,7,14,21,3,14,2,7
2021-11-01,11200520,왕십리2동,CS100007,치킨전문점,음식업,20214,7,14,21,3,14,2,7
2021-12-01,11200520,왕십리2동,CS100007,치킨전문점,음식업,20214,7,14,21,3,14,2,7
2021-10-01,11200520,왕십리2동,CS100008,페스트푸드/분식류,음식업,20214,8,10,0,0,10,1,2
2021-11-01,11200520,왕십리2동,CS100008,페스트푸드/분식류,음식업,20214,8,10,0,0,10,1,2
2021-12-01,11200520,왕십리2동,CS100008,페스트푸드/분식류,음식업,20214,8,10,0,0,10,1,2
2021-10-01,11200520,왕십리2동,CS100009,호프-간이주점,주점업,20214,6,7,0,0,0,0,1
2021-11-01,11200520,왕십리2동,CS100009,호프-간이주점,주점업,20214,6,7,0,0,0,0,1
2021-12-01,11200520,왕십리2동,CS100009,호프-간이주점,주점업,20214,6,7,0,0,0,0,1
2021-10-01,11200520,왕십리2동,CS100010,커피전문점,음료/디저트업,20214,18,22,18,4,0,0,4
2021-11-01,11200520,왕십리2동,CS100010,커피전문점,음료/디저트업,20214,18,22,18,4,0,0,4
2021-12-01,11200520,왕십리2동,CS100010,커피전문점,음료/디저트업,20214,18,22,18,4,0,0,4
2021-10-01,11200520,왕십리2동,CS300001,식품소매,식품/가공소매업,20214,11,15,0,0,0,0,4
2021-11-01,11200520,왕십리2동,CS300001,식품소매,식품/가공소매업,20214,11,15,0,0,0,0,4
2021-12-01,11200520,왕십리2동,CS300001,식품소매,식품/가공소매업,20214,11,15,0,0,0,0,4
2021-10-01,11200520,왕십리2동,CS300006,식품소매,식품/가공소매업,20214,3,3,0,0,0,0,0
2021-11-01,11200520,왕십리2동,CS300006,식품소매,식품/가공소매업,20214,3,3,0,0,0,0,0
2021-12-01,11200520,왕십리2동,CS300006,식품소매,식품/가공소매업,20214,3,3,0,0,0,0,0
2021-10-01,11200520,왕십리2동,CS300007,식품소매,식품/가공소매업,20214,6,6,0,0,0,0,0
2021-11-01,11200520,왕십리2동,CS300007,식품소매,식품/가공소매업,20214,6,6,0,0,0,0,0
2021-12-01,11200520,왕십리2동,CS300007,식품소매,식품/가공소매업,20214,6,6,0,0,0,0,0
2021-10-01,11200520,왕십리2동,CS300009,식품소매,식품/가공소매업,20214,9,9,0,0,0,0,0
2021-11-01,11200520,왕십리2동,CS300009,식품소매,식품/가공소매업,20214,9,9,0,0,0,0,0
2021-12-01,11200520,왕십리2동,CS300009,식품소매,식품/가공소매업,20214,9,9,0,0,0,0,0
2021-10-01,11200520,왕십리2동,CS300010,가공식품/반찬,식품/가공소매업,20214,5,5,0,0,0,0,0
2021-11-01,11200520,왕십리2동,CS300010,가공식품/반찬,식품/가공소매업,20214,5,5,0,0,0,0,0
2021-12-01,11200520,왕십리2동,CS300010,가공식품/반찬,식품/가공소매업,20214,5,5,0,0,0,0,0
2021-10-01,11200535,왕십리도선동,CS100001,한식,음식업,20214,179,218,4,8,2,4,39
2021-11-01,11200535,왕십리도선동,CS100001,한식,음식업,20214,179,218,4,8,2,4,39
2021-12-01,11200535,왕십리도선동,CS100001,한식,음식업,20214,179,218,4,8,2,4,39
2021-10-01,11200535,왕십리도선동,CS100002,중식,음식업,20214,12,13,0,0,0,0,1
2021-11-01,11200535,왕십리도선동,CS100002,중식,음식업,20214,12,13,0,0,0,0,1
2021-12-01,11200535,왕십리도선동,CS100002,중식,음식업,20214,12,13,0,0,0,0,1
2021-10-01,11200535,왕십리도선동,CS100003,일식,음식업,20214,14,20,5,1,5,1,6
2021-11-01,11200535,왕십리도선동,CS100003,일식,음식업,20214,14,20,5,1,5,1,6
2021-12-01,11200535,왕십리도선동,CS100003,일식,음식업,20214,14,20,5,1,5,1,6
2021-10-01,11200535,왕십리도선동,CS100004,양식,음식업,20214,16,18,0,0,11,2,2
2021-11-01,11200535,왕십리도선동,CS100004,양식,음식업,20214,16,18,0,0,11,2,2
2021-12-01,11200535,왕십리도선동,CS100004,양식,음식업,20214,16,18,0,0,11,2,2
2021-10-01,11200535,왕십리도선동,CS100005,제과점,음료/디저트업,20214,14,22,9,2,0,0,8
2021-11-01,11200535,왕십리도선동,CS100005,제과점,음료/디저트업,20214,14,22,9,2,0,0,8
2021-12-01,11200535,왕십리도선동,CS100005,제과점,음료/디저트업,20214,14,22,9,2,0,0,8
2021-10-01,11200535,왕십리도선동,CS100006,페스트푸드/분식류,음식업,20214,14,28,4,1,0,0,14
2021-11-01,11200535,왕십리도선동,CS100006,페스트푸드/분식류,음식업,20214,14,28,4,1,0,0,14
2021-12-01,11200535,왕십리도선동,CS100006,페스트푸드/분식류,음식업,20214,14,28,4,1,0,0,14
2021-10-01,11200535,왕십리도선동,CS100007,치킨전문점,음식업,20214,4,24,13,3,0,0,20
2021-11-01,11200535,왕십리도선동,CS100007,치킨전문점,음식업,20214,4,24,13,3,0,0,20
2021-12-01,11200535,왕십리도선동,CS100007,치킨전문점,음식업,20214,4,24,13,3,0,0,20
2021-10-01,11200535,왕십리도선동,CS100008,페스트푸드/분식류,음식업,20214,36,53,6,3,9,5,17
2021-11-01,11200535,왕십리도선동,CS100008,페스트푸드/분식류,음식업,20214,36,53,6,3,9,5,17
2021-12-01,11200535,왕십리도선동,CS100008,페스트푸드/분식류,음식업,20214,36,53,6,3,9,5,17
2021-10-01,11200535,왕십리도선동,CS100009,호프-간이주점,주점업,20214,49,52,0,0,8,4,3
2021-11-01,11200535,왕십리도선동,CS100009,호프-간이주점,주점업,20214,49,52,0,0,8,4,3
2021-12-01,11200535,왕십리도선동,CS100009,호프-간이주점,주점업,20214,49,52,0,0,8,4,3
2021-10-01,11200535,왕십리도선동,CS100010,커피전문점,음료/디저트업,20214,48,70,4,3,3,2,22
2021-11-01,11200535,왕십리도선동,CS100010,커피전문점,음료/디저트업,20214,48,70,4,3,3,2,22
2021-12-01,11200535,왕십리도선동,CS100010,커피전문점,음료/디저트업,20214,48,70,4,3,3,2,22
2021-10-01,11200535,왕십리도선동,CS300001,식품소매,식품/가공소매업,20214,27,39,5,2,3,1,12
2021-11-01,11200535,왕십리도선동,CS300001,식품소매,식품/가공소매업,20214,27,39,5,2,3,1,12
2021-12-01,11200535,왕십리도선동,CS300001,식품소매,식품/가공소매업,20214,27,39,5,2,3,1,12
2021-10-01,11200535,왕십리도선동,CS300006,식품소매,식품/가공소매업,20214,7,7,0,0,0,0,0
2021-11-01,11200535,왕십리도선동,CS300006,식품소매,식품/가공소매업,20214,7,7,0,0,0,0,0
2021-12-01,11200535,왕십리도선동,CS300006,식품소매,식품/가공소매업,20214,7,7,0,0,0,0,0
2021-10-01,11200535,왕십리도선동,CS300007,식품소매,식품/가공소매업,20214,58,58,3,2,2,1,0
2021-11-01,11200535,왕십리도선동,CS300007,식품소매,식품/가공소매업,20214,58,58,3,2,2,1,0
2021-12-01,11200535,왕십리도선동,CS300007,식품소매,식품/가공소매업,20214,58,58,3,2,2,1,0
2021-10-01,11200535,왕십리도선동,CS300008,식품소매,식품/가공소매업,20214,8,8,13,1,0,0,0
2021-11-01,11200535,왕십리도선동,CS300008,식품소매,식품/가공소매업,20214,8,8,13,1,0,0,0
2021-12-01,11200535,왕십리도선동,CS300008,식품소매,식품/가공소매업,20214,8,8,13,1,0,0,0
2021-10-01,11200535,왕십리도선동,CS300009,식품소매,식품/가공소매업,20214,10,10,0,0,0,0,0
2021-11-01,11200535,왕십리도선동,CS300009,식품소매,식품/가공소매업,20214,10,10,0,0,0,0,0
2021-12-01,11200535,왕십리도선동,CS300009,식품소매,식품/가공소매업,20214,10,10,0,0,0,0,0
2021-10-01,11200535,왕십리도선동,CS300010,가공식품/반찬,식품/가공소매업,20214,22,23,9,2,0,0,1
2021-11-01,11200535,왕십리도선동,CS300010,가공식품/반찬,식품/가공소매업,20214,22,23,9,2,0,0,1
2021-12-01,11200535,왕십리도선동,CS300010,가공식품/반찬,식품/가공소매업,20214,22,23,9,2,0,0,1
2021-10-01,11200540,마장동,CS100001,한식,음식업,20214,126,131,5,6,3,4,5
2021-11-01,11200540,마장동,CS100001,한식,음식업,20214,126,131,5,6,3,4,5
2021-12-01,11200540,마장동,CS100001,한식,음식업,20214,126,131,5,6,3,4,5
2021-10-01,11200540,마장동,CS100002,중식,음식업,20214,7,7,14,1,0,0,0
2021-11-01,11200540,마장동,CS100002,중식,음식업,20214,7,7,14,1,0,0,0
2021-12-01,11200540,마장동,CS100002,중식,음식업,20214,7,7,14,1,0,0,0
2021-10-01,11200540,마장동,CS100003,일식,음식업,20214,3,3,0,0,0,0,0
2021-11-01,11200540,마장동,CS100003,일식,음식업,20214,3,3,0,0,0,0,0
2021-12-01,11200540,마장동,CS100003,일식,음식업,20214,3,3,0,0,0,0,0
2021-10-01,11200540,마장동,CS100004,양식,음식업,20214,3,4,0,0,25,1,1
2021-11-01,11200540,마장동,CS100004,양식,음식업,20214,3,4,0,0,25,1,1
2021-12-01,11200540,마장동,CS100004,양식,음식업,20214,3,4,0,0,25,1,1
2021-10-01,11200540,마장동,CS100005,제과점,음료/디저트업,20214,1,5,0,0,0,0,4
2021-11-01,11200540,마장동,CS100005,제과점,음료/디저트업,20214,1,5,0,0,0,0,4
2021-12-01,11200540,마장동,CS100005,제과점,음료/디저트업,20214,1,5,0,0,0,0,4
2021-10-01,11200540,마장동,CS100006,페스트푸드/분식류,음식업,20214,3,5,0,0,0,0,2
2021-11-01,11200540,마장동,CS100006,페스트푸드/분식류,음식업,20214,3,5,0,0,0,0,2
2021-12-01,11200540,마장동,CS100006,페스트푸드/분식류,음식업,20214,3,5,0,0,0,0,2
2021-10-01,11200540,마장동,CS100007,치킨전문점,음식업,20214,2,12,25,3,8,1,10
2021-11-01,11200540,마장동,CS100007,치킨전문점,음식업,20214,2,12,25,3,8,1,10
2021-12-01,11200540,마장동,CS100007,치킨전문점,음식업,20214,2,12,25,3,8,1,10
2021-10-01,11200540,마장동,CS100008,페스트푸드/분식류,음식업,20214,10,13,0,0,8,1,3
2021-11-01,11200540,마장동,CS100008,페스트푸드/분식류,음식업,20214,10,13,0,0,8,1,3
2021-12-01,11200540,마장동,CS100008,페스트푸드/분식류,음식업,20214,10,13,0,0,8,1,3
2021-10-01,11200540,마장동,CS100009,호프-간이주점,주점업,20214,19,23,0,0,0,0,4
2021-11-01,11200540,마장동,CS100009,호프-간이주점,주점업,20214,19,23,0,0,0,0,4
2021-12-01,11200540,마장동,CS100009,호프-간이주점,주점업,20214,19,23,0,0,0,0,4
2021-10-01,11200540,마장동,CS100010,커피전문점,음료/디저트업,20214,23,28,7,2,0,0,5
2021-11-01,11200540,마장동,CS100010,커피전문점,음료/디저트업,20214,23,28,7,2,0,0,5
2021-12-01,11200540,마장동,CS100010,커피전문점,음료/디저트업,20214,23,28,7,2,0,0,5
2021-10-01,11200540,마장동,CS300001,식품소매,식품/가공소매업,20214,29,33,9,3,0,0,4
2021-11-01,11200540,마장동,CS300001,식품소매,식품/가공소매업,20214,29,33,9,3,0,0,4
2021-12-01,11200540,마장동,CS300001,식품소매,식품/가공소매업,20214,29,33,9,3,0,0,4
2021-10-01,11200540,마장동,CS300006,식품소매,식품/가공소매업,20214,3,3,0,0,0,0,0
2021-11-01,11200540,마장동,CS300006,식품소매,식품/가공소매업,20214,3,3,0,0,0,0,0
2021-12-01,11200540,마장동,CS300006,식품소매,식품/가공소매업,20214,3,3,0,0,0,0,0
2021-10-01,11200540,마장동,CS300007,식품소매,식품/가공소매업,20214,1616,1616,2,32,2,30,0
2021-11-01,11200540,마장동,CS300007,식품소매,식품/가공소매업,20214,1616,1616,2,32,2,30,0
2021-12-01,11200540,마장동,CS300007,식품소매,식품/가공소매업,20214,1616,1616,2,32,2,30,0
2021-10-01,11200540,마장동,CS300008,식품소매,식품/가공소매업,20214,3,3,33,1,0,0,0
2021-11-01,11200540,마장동,CS300008,식품소매,식품/가공소매업,20214,3,3,33,1,0,0,0
2021-12-01,11200540,마장동,CS300008,식품소매,식품/가공소매업,20214,3,3,33,1,0,0,0
2021-10-01,11200540,마장동,CS300009,식품소매,식품/가공소매업,20214,15,15,7,1,0,0,0
2021-11-01,11200540,마장동,CS300009,식품소매,식품/가공소매업,20214,15,15,7,1,0,0,0
2021-12-01,11200540,마장동,CS300009,식품소매,식품/가공소매업,20214,15,15,7,1,0,0,0
2021-10-01,11200540,마장동,CS300010,가공식품/반찬,식품/가공소매업,20214,12,12,0,0,0,0,0
2021-11-01,11200540,마장동,CS300010,가공식품/반찬,식품/가공소매업,20214,12,12,0,0,0,0,0
2021-12-01,11200540,마장동,CS300010,가공식품/반찬,식품/가공소매업,20214,12,12,0,0,0,0,0
